,0
9991,0
9992,0
9993,0
9994,0
9995,1
9996,0
9997,0
9998,0
9999,0
10000,0
10001,0
10002,0
10003,1
10004,1
10005,0
10006,0
10007,1
10008,0
10009,0
10010,0
10011,0
10012,0
10013,0
10014,0
10015,1
10016,0
10017,0
10018,0
10019,0
10020,0
10021,0
10022,1
10023,0
10024,0
10025,1
10026,0
10027,0
10028,1
10029,0
10030,1
10031,0
10032,0
10033,1
10034,1
10035,0
10036,1
10037,1
10038,0
10039,0
10040,0
10041,1
10042,1
10043,1
10044,0
10045,0
10046,0
10047,0
10048,1
10049,1
10050,1
10051,0
10052,0
10053,1
10054,0
10055,1
10056,0
10057,0
10058,0
10059,1
10060,0
10061,1
10062,1
10063,1
10064,0
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,1
10072,0
10073,1
10074,1
10075,1
10076,1
10077,0
10078,1
10079,0
10080,0
10081,0
10082,0
10083,0
10084,0
10085,0
10086,1
10087,1
10088,1
10089,1
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,1
10097,0
10098,1
10099,0
10100,0
10101,0
10102,0
10103,0
10104,0
10105,0
10106,0
10107,0
10108,1
10109,0
10110,0
10111,0
10112,0
10113,0
10114,0
10115,0
10116,1
10117,0
10118,0
10119,0
10120,0
10121,0
10122,1
10123,0
10124,1
10125,0
10126,0
10127,0
10128,1
10129,1
10130,0
10131,1
10132,0
10133,0
10134,0
10135,1
10136,0
10137,0
10138,0
10139,0
10140,1
10141,0
10142,1
10143,0
10144,1
10145,0
10146,0
10147,0
10148,0
10149,0
10150,1
10151,1
10152,1
10153,0
10154,0
10155,0
10156,0
10157,0
10158,0
10159,0
10160,0
10161,0
10162,0
10163,1
10164,0
10165,0
10166,0
10167,0
10168,0
10169,1
10170,0
10171,0
10172,0
10173,0
10174,1
10175,1
10176,1
10177,0
10178,1
10179,0
10180,1
10181,0
10182,0
10183,0
10184,1
10185,0
10186,0
10187,0
10188,0
10189,0
10190,0
10191,0
10192,0
10193,0
10194,0
10195,1
10196,0
10197,0
10198,1
10199,0
10200,0
10201,1
10202,0
10203,0
10204,1
10205,0
10206,1
10207,1
10208,1
10209,1
10210,0
10211,0
10212,1
10213,0
10214,0
10215,0
10216,0
10217,0
10218,0
10219,0
10220,1
10221,0
10222,1
10223,1
10224,0
10225,0
10226,0
10227,0
10228,1
10229,1
10230,1
10231,0
10232,0
10233,1
10234,0
10235,0
10236,1
10237,1
10238,1
10239,0
10240,0
10241,0
10242,0
10243,1
10244,0
10245,1
10246,0
10247,0
10248,0
10249,1
10250,1
10251,1
10252,0
10253,0
10254,1
10255,0
10256,0
10257,0
10258,0
10259,1
10260,1
10261,0
10262,0
10263,1
10264,0
10265,0
10266,0
10267,1
10268,0
10269,0
10270,0
10271,1
10272,1
10273,0
10274,1
10275,1
10276,1
10277,1
10278,1
10279,0
10280,0
10281,1
10282,0
10283,1
10284,1
10285,1
10286,0
10287,1
10288,0
10289,0
10290,1
10291,1
10292,0
10293,0
10294,1
10295,0
10296,1
10297,0
10298,0
10299,0
10300,1
10301,1
10302,0
10303,0
10304,1
10305,0
10306,1
10307,0
10308,0
10309,1
10310,0
10311,0
10312,0
10313,0
10314,0
10315,1
10316,1
10317,0
10318,0
10319,0
10320,0
10321,0
10322,1
10323,0
10324,1
10325,1
10326,0
10327,1
10328,0
10329,1
10330,0
10331,0
10332,0
10333,0
10334,0
10335,1
10336,0
10337,0
10338,1
10339,1
10340,0
10341,1
10342,0
10343,1
10344,0
10345,0
10346,1
10347,0
10348,0
10349,0
10350,1
10351,0
10352,0
10353,0
10354,0
10355,0
10356,0
10357,0
10358,1
10359,0
10360,1
10361,0
10362,1
10363,1
10364,0
10365,0
10366,0
10367,0
10368,0
10369,1
10370,1
10371,1
10372,0
10373,0
10374,0
10375,0
10376,0
10377,0
10378,0
10379,1
10380,0
10381,0
10382,0
10383,1
10384,1
10385,0
10386,0
10387,0
10388,0
10389,0
10390,1
10391,0
10392,1
10393,0
10394,0
10395,0
10396,0
10397,0
10398,0
10399,0
10400,0
10401,0
10402,1
10403,0
10404,1
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,0
10412,1
10413,1
10414,1
10415,0
10416,0
10417,0
10418,0
10419,0
10420,0
10421,1
10422,0
10423,0
10424,0
10425,0
10426,1
10427,0
10428,1
10429,0
10430,1
10431,0
10432,1
10433,0
10434,0
10435,1
10436,0
10437,0
10438,1
10439,0
10440,0
10441,0
10442,0
10443,0
10444,0
10445,1
10446,0
10447,1
10448,1
10449,0
10450,0
10451,0
10452,1
10453,0
10454,0
10455,1
10456,0
10457,1
10458,0
10459,1
10460,0
10461,1
10462,0
10463,0
10464,1
10465,1
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,1
10473,1
10474,0
10475,0
10476,1
10477,1
10478,1
10479,0
10480,1
10481,0
10482,0
10483,0
10484,1
10485,1
10486,1
10487,0
10488,1
10489,1
10490,0
10491,0
10492,0
10493,1
10494,1
10495,0
10496,0
10497,1
10498,1
10499,0
10500,1
10501,0
10502,0
10503,0
10504,1
10505,1
10506,1
10507,0
10508,1
10509,1
10510,0
10511,0
10512,1
10513,0
10514,0
10515,0
10516,1
10517,0
10518,0
10519,0
10520,1
10521,1
10522,0
10523,0
10524,0
10525,0
10526,0
10527,1
10528,0
10529,0
10530,1
10531,0
10532,1
10533,0
10534,1
10535,0
10536,0
10537,0
10538,1
10539,0
10540,0
10541,1
10542,0
10543,0
10544,1
10545,1
10546,0
10547,1
10548,0
10549,0
10550,0
10551,1
10552,0
10553,1
10554,0
10555,0
10556,0
10557,0
10558,1
10559,0
10560,1
10561,0
10562,1
10563,1
10564,0
10565,0
10566,0
10567,0
10568,1
10569,0
10570,0
10571,0
10572,1
10573,0
10574,0
10575,1
10576,0
10577,1
10578,0
10579,0
10580,1
10581,0
10582,0
10583,1
10584,0
10585,1
10586,0
10587,0
10588,1
10589,0
10590,0
10591,1
10592,1
10593,1
10594,0
10595,0
10596,0
10597,0
10598,0
10599,1
10600,0
10601,1
10602,0
10603,0
10604,0
10605,1
10606,1
10607,0
10608,0
10609,1
10610,0
10611,0
10612,0
10613,1
10614,1
10615,0
10616,1
10617,0
10618,1
10619,0
10620,0
10621,0
10622,0
10623,0
10624,1
10625,0
10626,1
10627,0
10628,0
10629,1
10630,1
10631,0
10632,0
10633,0
10634,0
10635,0
10636,1
10637,0
10638,0
10639,0
10640,0
10641,0
10642,0
10643,1
10644,1
10645,0
10646,1
10647,0
10648,1
10649,0
10650,0
10651,1
10652,1
10653,0
10654,0
10655,1
10656,0
10657,0
10658,0
10659,0
10660,0
10661,1
10662,0
10663,0
10664,1
10665,1
10666,0
10667,0
10668,0
10669,0
10670,0
10671,1
10672,1
10673,1
10674,1
10675,0
10676,0
10677,0
10678,0
10679,0
10680,1
10681,0
10682,1
10683,0
10684,1
10685,1
10686,1
10687,0
10688,1
10689,0
10690,1
10691,0
10692,1
10693,1
10694,1
10695,0
10696,0
10697,0
10698,1
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,1
10707,1
10708,0
10709,0
10710,0
10711,1
10712,0
10713,1
10714,0
10715,0
10716,0
10717,0
10718,1
10719,0
10720,1
10721,1
10722,0
10723,0
10724,0
10725,0
10726,1
10727,0
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10734,0
10735,0
10736,0
10737,0
10738,0
10739,1
10740,0
10741,0
10742,1
10743,0
10744,0
10745,1
10746,1
10747,0
10748,0
10749,1
10750,0
10751,0
10752,0
10753,0
10754,0
10755,1
10756,0
10757,0
10758,0
10759,0
10760,0
10761,0
10762,0
10763,0
10764,1
10765,1
10766,0
10767,1
10768,0
10769,0
10770,0
10771,1
10772,0
10773,1
10774,1
10775,1
10776,0
10777,1
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,1
10785,0
10786,1
10787,1
10788,1
10789,0
10790,1
10791,0
10792,0
10793,0
10794,0
10795,1
10796,0
10797,1
10798,0
10799,0
10800,1
10801,0
10802,0
10803,1
10804,0
10805,0
10806,0
10807,0
10808,1
10809,0
10810,0
10811,1
10812,0
10813,1
10814,1
10815,1
10816,1
10817,1
10818,0
10819,1
10820,0
10821,1
10822,0
10823,1
10824,0
10825,0
10826,1
10827,1
10828,0
10829,0
10830,0
10831,0
10832,0
10833,0
10834,1
10835,0
10836,0
10837,0
10838,1
10839,0
10840,1
10841,0
10842,1
10843,0
10844,1
10845,0
10846,0
10847,1
10848,1
10849,1
10850,0
10851,1
10852,1
10853,1
10854,0
10855,0
10856,1
10857,0
10858,1
10859,1
10860,0
10861,1
10862,0
10863,0
10864,0
10865,1
10866,0
10867,1
10868,0
10869,0
10870,0
10871,0
10872,1
10873,0
10874,1
10875,0
10876,1
10877,0
10878,0
10879,1
10880,1
10881,1
10882,0
10883,1
10884,1
10885,1
10886,0
10887,0
10888,1
10889,0
10890,0
10891,1
10892,0
10893,0
10894,0
10895,0
10896,1
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
10903,1
10904,0
10905,0
10906,0
10907,0
10908,0
10909,0
10910,0
10911,0
10912,0
10913,1
10914,0
10915,0
10916,1
10917,1
10918,0
10919,1
10920,1
10921,0
10922,1
10923,1
10924,1
10925,1
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,1
10934,0
10935,1
10936,0
10937,0
10938,0
10939,0
10940,0
10941,1
10942,0
10943,0
10944,1
10945,0
10946,0
10947,0
10948,1
10949,0
10950,0
10951,0
10952,0
10953,0
10954,1
10955,1
10956,1
10957,0
10958,0
10959,1
10960,0
10961,1
10962,1
10963,0
10964,0
10965,1
10966,0
10967,0
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,0
10975,0
10976,0
10977,0
10978,1
10979,1
10980,1
10981,0
10982,0
10983,0
10984,0
10985,0
10986,1
10987,0
10988,0
10989,1
10990,0
10991,0
10992,0
10993,1
10994,0
10995,1
10996,0
10997,0
10998,0
10999,1
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,0
11009,0
11010,0
11011,0
11012,1
11013,0
11014,0
11015,1
11016,0
11017,1
11018,0
11019,0
11020,0
11021,0
11022,0
11023,0
11024,1
11025,0
11026,0
11027,0
11028,1
11029,0
11030,0
11031,0
11032,0
11033,1
11034,0
11035,0
11036,1
11037,1
11038,0
11039,0
11040,0
11041,0
11042,1
11043,0
11044,0
11045,0
11046,1
11047,1
11048,1
11049,0
11050,0
11051,0
11052,0
11053,0
11054,1
11055,0
11056,0
11057,0
11058,1
11059,0
11060,0
11061,0
11062,0
11063,0
11064,1
11065,0
11066,0
11067,1
11068,0
11069,0
11070,0
11071,1
11072,1
11073,1
11074,1
11075,0
11076,0
11077,1
11078,1
11079,0
11080,1
11081,0
11082,0
11083,0
11084,1
11085,0
11086,0
11087,0
11088,1
11089,1
11090,0
11091,0
11092,1
11093,0
11094,0
11095,1
11096,1
11097,0
11098,0
11099,0
11100,1
11101,1
11102,0
11103,0
11104,0
11105,0
11106,0
11107,0
11108,0
11109,1
11110,0
11111,0
11112,1
11113,0
11114,0
11115,0
11116,0
11117,0
11118,1
11119,0
11120,1
11121,0
11122,0
11123,0
11124,0
11125,0
11126,1
11127,0
11128,1
11129,0
11130,0
11131,0
11132,1
11133,1
11134,1
11135,0
11136,1
11137,0
11138,0
11139,1
11140,0
11141,1
11142,1
11143,0
11144,0
11145,0
11146,1
11147,0
11148,0
11149,0
11150,1
11151,0
11152,1
11153,1
11154,0
11155,0
11156,0
11157,1
11158,1
11159,0
11160,1
11161,1
11162,1
11163,1
11164,1
11165,0
11166,1
11167,0
11168,1
11169,0
11170,1
11171,1
11172,0
11173,0
11174,1
11175,0
11176,1
11177,0
11178,1
11179,0
11180,1
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,0
11189,0
11190,0
11191,1
11192,0
11193,0
11194,0
11195,0
11196,0
11197,0
11198,1
11199,0
11200,1
11201,1
11202,0
11203,1
11204,0
11205,0
11206,0
11207,1
11208,0
11209,0
11210,0
11211,0
11212,1
11213,0
11214,1
11215,0
11216,0
11217,1
11218,1
11219,0
11220,1
11221,0
11222,0
11223,0
11224,0
11225,0
11226,1
11227,0
11228,0
11229,1
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,1
11240,0
11241,1
11242,0
11243,1
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,1
11252,1
11253,1
11254,1
11255,0
11256,1
11257,1
11258,0
11259,1
11260,1
11261,1
11262,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,1
11270,0
11271,1
11272,1
11273,0
11274,1
11275,0
11276,1
11277,1
11278,0
11279,0
11280,1
11281,0
11282,0
11283,0
11284,0
11285,1
11286,0
11287,0
11288,0
11289,0
11290,0
11291,1
11292,1
11293,1
11294,0
11295,1
11296,1
11297,0
11298,0
11299,0
11300,0
11301,1
11302,1
11303,0
11304,0
11305,1
11306,0
11307,1
11308,0
11309,1
11310,1
11311,0
11312,0
11313,0
11314,0
11315,1
11316,1
11317,0
11318,0
11319,1
11320,0
11321,1
11322,1
11323,0
11324,0
11325,0
11326,0
11327,0
11328,1
11329,0
11330,1
11331,1
11332,1
11333,1
11334,0
11335,0
11336,1
11337,1
11338,1
11339,0
11340,0
11341,0
11342,0
11343,1
11344,0
11345,0
11346,0
11347,0
11348,1
11349,0
11350,0
11351,0
11352,1
11353,0
11354,0
11355,0
11356,1
11357,1
11358,0
11359,1
11360,0
11361,1
11362,1
11363,1
11364,0
11365,0
11366,0
11367,1
11368,0
11369,0
11370,0
11371,1
11372,0
11373,0
11374,0
11375,1
11376,1
11377,0
11378,1
11379,1
11380,0
11381,1
11382,1
11383,1
11384,0
11385,0
11386,1
11387,0
11388,1
11389,1
11390,0
11391,0
11392,0
11393,1
11394,1
11395,1
11396,0
11397,1
11398,0
11399,1
11400,0
11401,0
11402,1
11403,0
11404,1
11405,0
11406,0
11407,0
11408,0
11409,0
11410,0
11411,0
11412,1
11413,0
11414,1
11415,0
11416,0
11417,1
11418,1
11419,0
11420,1
11421,0
11422,0
11423,0
11424,1
11425,0
11426,1
11427,0
11428,0
11429,1
11430,1
11431,0
11432,0
11433,1
11434,0
11435,1
11436,1
11437,1
11438,0
11439,0
11440,0
11441,1
11442,1
11443,0
11444,1
11445,0
11446,1
11447,1
11448,0
11449,1
11450,0
11451,1
11452,1
11453,0
11454,1
11455,1
11456,0
11457,0
11458,0
11459,0
11460,0
11461,0
11462,0
11463,1
11464,0
11465,0
11466,1
11467,0
11468,1
11469,0
11470,0
11471,1
11472,0
11473,0
11474,0
11475,0
11476,1
11477,1
11478,1
11479,0
11480,0
11481,1
11482,0
11483,0
11484,1
11485,0
11486,0
11487,0
11488,0
11489,0
11490,0
11491,1
11492,0
11493,1
11494,0
11495,0
11496,1
11497,0
11498,0
11499,0
11500,0
11501,1
11502,0
11503,0
11504,0
11505,1
11506,0
11507,0
11508,0
11509,0
11510,1
11511,0
11512,0
11513,0
11514,0
11515,0
11516,0
11517,1
11518,0
11519,0
11520,1
11521,1
11522,0
11523,0
11524,0
11525,1
11526,1
11527,0
11528,0
11529,1
11530,1
11531,1
11532,1
11533,0
11534,1
11535,0
11536,0
11537,0
11538,0
11539,1
11540,1
11541,0
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,1
11549,1
11550,1
11551,0
11552,0
11553,0
11554,0
11555,0
11556,0
11557,0
11558,0
11559,0
11560,0
11561,1
11562,0
11563,1
11564,0
11565,1
11566,0
11567,0
11568,1
11569,1
11570,1
11571,1
11572,0
11573,1
11574,0
11575,0
11576,1
11577,0
11578,0
11579,0
11580,1
11581,0
11582,0
11583,1
11584,0
11585,0
11586,0
11587,0
11588,0
11589,1
11590,1
11591,0
11592,0
11593,1
11594,1
11595,1
11596,0
11597,1
11598,0
11599,0
11600,0
11601,0
11602,1
11603,1
11604,0
11605,0
11606,0
11607,0
11608,0
11609,1
11610,1
11611,0
11612,0
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,1
11620,0
11621,0
11622,0
11623,0
11624,1
11625,1
11626,1
11627,0
11628,0
11629,1
11630,0
11631,1
11632,0
11633,1
11634,0
11635,1
11636,0
11637,0
11638,1
11639,0
11640,0
11641,0
11642,0
11643,0
11644,0
11645,0
11646,0
11647,0
11648,0
11649,0
11650,0
11651,0
11652,1
11653,0
11654,0
11655,0
11656,0
11657,0
11658,1
11659,0
11660,0
11661,1
11662,1
11663,0
11664,0
11665,0
11666,1
11667,0
11668,1
11669,1
11670,0
11671,1
11672,1
11673,1
11674,1
11675,1
11676,0
11677,0
11678,1
11679,0
11680,0
11681,1
11682,0
11683,1
11684,0
11685,0
11686,1
11687,0
11688,0
11689,0
11690,1
11691,1
11692,0
11693,0
11694,1
11695,0
11696,1
11697,1
11698,1
11699,0
11700,0
11701,0
11702,0
11703,1
11704,0
11705,1
11706,1
11707,0
11708,1
11709,0
11710,1
11711,0
11712,0
11713,0
11714,0
11715,1
11716,0
11717,1
11718,1
11719,0
11720,0
11721,0
11722,1
11723,0
11724,0
11725,1
11726,1
11727,1
11728,0
11729,1
11730,0
11731,0
11732,0
11733,0
11734,0
11735,0
11736,0
11737,1
11738,0
11739,1
11740,0
11741,0
11742,1
11743,0
11744,1
11745,0
11746,0
11747,1
11748,0
11749,0
11750,1
11751,0
11752,0
11753,1
11754,0
11755,0
11756,0
11757,0
11758,0
11759,1
11760,0
11761,1
11762,0
11763,1
11764,1
11765,0
11766,0
11767,1
11768,0
11769,0
11770,0
11771,0
11772,1
11773,0
11774,1
11775,0
11776,1
11777,0
11778,1
11779,0
11780,0
11781,0
11782,1
11783,0
11784,1
11785,1
11786,0
11787,0
11788,1
11789,0
11790,0
11791,0
11792,1
11793,0
11794,1
11795,0
11796,0
11797,1
11798,0
11799,1
11800,1
11801,1
11802,0
11803,0
11804,0
11805,0
11806,1
11807,0
11808,1
11809,0
11810,0
11811,1
11812,0
11813,0
11814,1
11815,0
11816,0
11817,1
11818,1
11819,0
11820,0
11821,0
11822,1
11823,0
11824,1
11825,0
11826,0
11827,0
11828,1
11829,0
11830,0
11831,0
11832,0
11833,0
11834,1
11835,0
11836,0
11837,0
11838,1
11839,0
11840,1
11841,0
11842,0
11843,0
11844,0
11845,0
11846,1
11847,1
11848,0
11849,0
11850,0
11851,1
11852,1
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,0
11860,1
11861,1
11862,0
11863,0
11864,0
11865,0
11866,0
11867,0
11868,1
11869,0
11870,0
11871,0
11872,1
11873,1
11874,0
11875,0
11876,0
11877,0
11878,1
11879,0
11880,0
11881,0
11882,0
11883,0
11884,0
11885,0
11886,1
11887,1
11888,0
11889,1
11890,0
11891,0
11892,1
11893,0
11894,0
11895,0
11896,1
11897,0
11898,1
11899,1
11900,0
11901,1
11902,0
11903,0
11904,0
11905,0
11906,0
11907,0
11908,0
11909,0
11910,0
11911,1
11912,0
11913,0
11914,1
11915,0
11916,0
11917,1
11918,0
11919,0
11920,0
11921,0
11922,1
11923,1
11924,0
11925,0
11926,1
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11933,1
11934,0
11935,1
11936,1
11937,1
11938,0
11939,0
11940,0
11941,1
11942,1
11943,1
11944,0
11945,0
11946,1
11947,1
11948,1
11949,0
11950,0
11951,1
11952,0
11953,0
11954,0
11955,1
11956,0
11957,1
11958,0
11959,0
11960,0
11961,1
11962,0
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,0
11970,0
11971,0
11972,1
11973,0
11974,0
11975,1
11976,0
11977,1
11978,1
11979,1
11980,1
11981,0
11982,0
11983,1
11984,0
11985,0
11986,1
11987,0
11988,0
11989,1
11990,0
11991,0
11992,1
11993,1
11994,0
11995,1
11996,1
11997,0
11998,0
11999,1
12000,0
12001,0
12002,0
12003,1
12004,0
12005,1
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,1
12013,1
12014,0
12015,0
12016,1
12017,1
12018,0
12019,1
12020,0
12021,0
12022,0
12023,0
12024,0
12025,0
12026,0
12027,0
12028,0
12029,1
12030,1
12031,0
12032,1
12033,1
12034,0
12035,0
12036,1
12037,0
12038,1
12039,0
12040,0
12041,0
12042,0
12043,1
12044,1
12045,1
12046,0
12047,1
12048,0
12049,1
12050,1
12051,0
12052,0
12053,1
12054,0
12055,1
12056,0
12057,0
12058,1
12059,0
12060,0
12061,0
12062,0
12063,1
12064,0
12065,1
12066,0
12067,0
12068,0
12069,0
12070,1
12071,1
12072,0
12073,0
12074,1
12075,0
12076,0
12077,0
12078,1
12079,1
12080,1
12081,0
12082,0
12083,0
12084,0
12085,1
12086,1
12087,1
12088,1
12089,0
12090,0
12091,0
12092,1
12093,0
12094,1
12095,0
12096,1
12097,0
12098,0
12099,1
12100,1
12101,1
12102,0
12103,1
12104,0
12105,1
12106,0
12107,0
12108,0
12109,0
12110,0
12111,1
12112,1
12113,1
12114,1
12115,0
12116,0
12117,0
12118,1
12119,0
12120,0
12121,1
12122,0
12123,1
12124,0
12125,1
12126,0
12127,1
12128,0
12129,1
12130,0
12131,0
12132,1
12133,1
12134,0
12135,0
12136,1
12137,0
12138,0
12139,0
12140,0
12141,0
12142,0
12143,0
12144,0
12145,1
12146,0
12147,1
12148,0
12149,0
12150,0
12151,0
12152,1
12153,0
12154,1
12155,1
12156,1
12157,0
12158,0
12159,0
12160,0
12161,0
12162,1
12163,0
12164,1
12165,1
12166,0
12167,0
12168,0
12169,1
12170,1
12171,0
12172,0
12173,0
12174,1
12175,0
12176,0
12177,1
12178,0
12179,0
12180,1
12181,0
12182,0
12183,0
12184,0
12185,0
12186,1
12187,0
12188,0
12189,0
12190,0
12191,0
12192,1
12193,1
12194,1
12195,1
12196,0
12197,0
12198,0
12199,0
12200,1
12201,0
12202,0
12203,0
12204,0
12205,0
12206,0
12207,0
12208,1
12209,0
12210,0
12211,0
12212,0
12213,1
12214,0
12215,0
12216,1
12217,0
12218,0
12219,0
12220,1
12221,1
12222,0
12223,0
12224,0
12225,0
12226,1
12227,1
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,1
12237,0
12238,1
12239,0
12240,0
12241,0
12242,0
12243,1
12244,1
12245,0
12246,1
12247,1
12248,0
12249,0
12250,0
12251,1
12252,0
12253,0
12254,0
12255,1
12256,1
12257,0
12258,0
12259,0
12260,1
12261,1
12262,1
12263,0
12264,0
12265,0
12266,1
12267,0
12268,1
12269,0
12270,0
12271,0
12272,0
12273,1
12274,0
12275,0
12276,1
12277,0
12278,0
12279,0
12280,1
12281,1
12282,0
12283,0
12284,0
12285,0
12286,0
12287,0
12288,1
12289,0
12290,0
12291,1
12292,1
12293,0
12294,0
12295,0
12296,0
12297,1
12298,0
12299,0
12300,0
12301,0
12302,0
12303,0
12304,1
12305,0
12306,1
12307,0
12308,0
12309,0
12310,0
12311,0
12312,1
12313,0
12314,1
12315,1
12316,0
12317,0
12318,0
12319,0
12320,1
12321,0
12322,1
12323,0
12324,0
12325,1
12326,0
12327,0
12328,0
12329,1
12330,0
12331,0
12332,1
12333,0
12334,1
12335,1
12336,0
12337,0
12338,0
12339,1
12340,0
12341,0
12342,0
12343,0
12344,1
12345,0
12346,0
12347,0
12348,1
12349,0
12350,0
12351,0
12352,0
12353,0
12354,1
12355,0
12356,0
12357,1
12358,1
12359,1
12360,0
12361,0
12362,0
12363,0
12364,1
12365,0
12366,0
12367,0
12368,0
12369,1
12370,0
12371,0
12372,0
12373,0
12374,1
12375,0
12376,0
12377,0
12378,0
12379,1
12380,0
12381,0
12382,0
12383,0
12384,0
12385,0
12386,0
12387,0
12388,1
12389,0
12390,0
12391,1
12392,0
12393,1
12394,0
12395,1
12396,0
12397,0
12398,0
12399,0
12400,1
12401,0
12402,1
12403,1
12404,0
12405,0
12406,0
12407,0
12408,0
12409,0
12410,0
12411,0
12412,0
12413,0
12414,0
12415,1
12416,0
12417,0
12418,0
12419,1
12420,1
12421,0
12422,1
12423,1
12424,1
12425,0
12426,0
12427,0
12428,1
12429,0
12430,1
12431,0
12432,1
12433,1
12434,0
12435,0
12436,0
12437,1
12438,0
12439,1
12440,1
12441,1
12442,1
12443,1
12444,0
12445,0
12446,0
12447,0
12448,1
12449,1
12450,0
12451,1
12452,0
12453,0
12454,0
12455,1
12456,0
12457,0
12458,0
12459,1
12460,0
12461,1
12462,0
12463,1
12464,0
12465,0
12466,0
12467,0
12468,1
12469,1
12470,0
12471,0
12472,1
12473,1
12474,0
12475,0
12476,1
12477,0
12478,1
12479,0
12480,1
12481,1
12482,1
12483,1
12484,0
12485,0
12486,0
12487,1
12488,1
12489,0
12490,1
12491,1
12492,0
12493,1
12494,0
12495,0
12496,0
12497,0
12498,0
12499,0
12500,1
12501,0
12502,0
12503,1
12504,0
12505,0
12506,0
12507,0
12508,0
12509,1
12510,0
12511,1
12512,1
12513,0
12514,0
12515,0
12516,0
12517,1
12518,0
12519,1
12520,0
12521,0
12522,1
12523,0
12524,0
12525,1
12526,0
12527,0
12528,0
12529,1
12530,0
12531,0
12532,0
12533,1
12534,1
12535,0
12536,1
12537,0
12538,1
12539,0
12540,0
12541,0
12542,1
12543,1
12544,1
12545,0
12546,0
12547,0
12548,0
12549,0
12550,0
12551,1
12552,0
12553,0
12554,0
12555,0
12556,0
12557,1
12558,0
12559,0
12560,0
12561,0
12562,0
12563,0
12564,0
12565,0
12566,0
12567,0
12568,1
12569,0
12570,0
12571,0
12572,0
12573,1
12574,0
12575,0
12576,0
12577,0
12578,1
12579,0
12580,0
12581,0
12582,0
12583,1
12584,0
12585,0
12586,0
12587,0
12588,0
12589,0
12590,0
12591,1
12592,0
12593,0
12594,1
12595,0
12596,1
12597,0
12598,1
12599,0
12600,0
12601,0
12602,0
12603,0
12604,1
12605,0
12606,1
12607,0
12608,0
12609,1
12610,1
12611,0
12612,0
12613,0
12614,0
12615,1
12616,0
12617,0
12618,0
12619,1
12620,1
12621,0
12622,1
12623,1
12624,0
12625,0
12626,0
12627,1
12628,1
12629,0
12630,0
12631,1
12632,0
12633,0
12634,0
12635,0
12636,0
12637,0
12638,0
12639,1
12640,1
12641,1
12642,0
12643,0
12644,1
12645,0
12646,0
12647,0
12648,1
12649,1
12650,1
12651,0
12652,0
12653,0
12654,0
12655,0
12656,0
12657,0
12658,0
12659,0
12660,0
12661,0
12662,1
12663,0
12664,1
12665,1
12666,1
12667,0
12668,0
12669,0
12670,0
12671,1
12672,1
12673,0
12674,0
12675,1
12676,0
12677,0
12678,1
12679,0
12680,0
12681,0
12682,1
12683,0
12684,0
12685,1
12686,0
12687,1
12688,1
12689,0
12690,0
12691,0
12692,0
12693,0
12694,0
12695,0
12696,1
12697,1
12698,1
12699,0
12700,0
12701,0
12702,1
12703,0
12704,1
12705,0
12706,1
12707,0
12708,0
12709,0
12710,1
12711,0
12712,1
12713,0
12714,0
12715,0
12716,0
12717,0
12718,0
12719,1
12720,0
12721,1
12722,0
12723,0
12724,1
12725,1
12726,0
12727,0
12728,0
12729,1
12730,0
12731,0
12732,0
12733,0
12734,0
12735,1
12736,0
12737,0
12738,1
12739,0
12740,0
12741,0
12742,0
12743,0
12744,0
12745,1
12746,1
12747,0
12748,0
12749,0
12750,0
12751,1
12752,0
12753,1
12754,1
12755,1
12756,0
12757,0
12758,0
12759,1
12760,0
12761,1
12762,1
12763,1
12764,0
12765,0
12766,0
12767,1
12768,1
12769,0
12770,1
12771,0
12772,1
12773,0
12774,1
12775,0
12776,1
12777,1
12778,0
12779,0
12780,1
12781,1
12782,0
12783,1
12784,1
12785,0
12786,1
12787,0
12788,0
12789,0
